step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
133,CASH_OUT,279244.46,C2091526524,1097368.16,818123.71,C31380765,0.0,279244.46,0,0
68,TRANSFER,374178.28,C486342629,374178.28,0.0,C249139572,0.0,0.0,1,0
186,CASH_OUT,134209.01,C27734150,32017.0,0.0,C315708962,0.0,134209.01,0,0
34,CASH_OUT,287597.24,C3908842,8015.0,0.0,C1613685354,464949.5,752546.74,0,0
161,CASH_OUT,145875.68,C703472496,132900.0,0.0,C1612206518,664682.02,810557.7,0,0
674,TRANSFER,171651.7,C582884877,171651.7,0.0,C2136467775,0.0,0.0,1,0
346,CASH_IN,340049.3,C1883935277,21545.0,361594.3,C1165784761,0.0,0.0,0,0
603,TRANSFER,39247.74,C1777586207,39247.74,0.0,C1509442679,0.0,0.0,1,0
329,CASH_OUT,124509.76,C1432028516,103854.0,0.0,C182173838,0.0,124509.76,0,0
328,PAYMENT,11057.76,C1175861717,0.0,0.0,M1681148524,0.0,0.0,0,0
349,PAYMENT,4288.26,C958392668,2163.38,0.0,M1903566099,0.0,0.0,0,0
276,PAYMENT,9499.17,C1436154400,0.0,0.0,M420992510,0.0,0.0,0,0
304,PAYMENT,11972.07,C546157516,0.0,0.0,M1917724596,0.0,0.0,0,0
617,TRANSFER,1398166.84,C749892305,1398166.84,0.0,C1587152098,0.0,0.0,1,0
233,CASH_IN,269096.08,C824832081,598748.0,867844.08,C1186151503,0.0,0.0,0,0
582,CASH_OUT,305710.24,C230128781,305710.24,0.0,C423923937,1117926.91,1423637.15,1,0
230,TRANSFER,3774746.08,C721399587,3774746.08,0.0,C811425759,0.0,0.0,1,0
354,PAYMENT,11304.23,C1514187300,0.0,0.0,M671876991,0.0,0.0,0,0
181,CASH_OUT,357858.08,C1087365499,144.0,0.0,C504953770,0.0,357858.08,0,0
252,CASH_OUT,56320.04,C600170126,0.0,0.0,C1590351968,15229334.11,15285654.15,0,0
184,CASH_IN,418780.95,C1885126529,18130.0,436910.95,C1909180722,170906.0,0.0,0,0
355,PAYMENT,5773.38,C1836977082,14905.32,9131.94,M899446472,0.0,0.0,0,0
279,PAYMENT,7822.07,C233851368,0.0,0.0,M643730702,0.0,0.0,0,0
93,CASH_OUT,392106.72,C588026357,0.0,0.0,C976756611,3617110.42,4009217.15,0,0
16,CASH_OUT,467364.33,C1711862539,57117.0,0.0,C773993865,0.0,467364.33,0,0
152,CASH_OUT,2175288.9,C1157904432,2175288.9,0.0,C2053528255,92900.39,2268189.29,1,0
383,CASH_IN,85900.66,C1797270314,17319812.69,17405713.35,C249607508,866722.12,780821.47,0,0
134,PAYMENT,15821.33,C815252590,1924082.75,1908261.42,M1592835475,0.0,0.0,0,0
225,CASH_OUT,237577.57,C1552945319,0.0,0.0,C131469010,1261636.39,1499213.97,0,0
354,PAYMENT,7164.09,C709123321,0.0,0.0,M137635069,0.0,0.0,0,0
321,CASH_OUT,202646.12,C240380291,0.0,0.0,C252592397,1561948.09,1764594.21,0,0
119,CASH_OUT,224913.14,C1498577424,224913.14,0.0,C1275981046,1063073.21,1287986.36,1,0
685,CASH_OUT,6295010.28,C1227906023,6295010.28,0.0,C1846430620,2848244.08,9143254.36,1,0
186,CASH_OUT,231679.79,C711148345,52405.0,0.0,C823727491,3888158.43,4119838.22,0,0
132,CASH_OUT,201324.58,C1638002351,337438.01,136113.43,C1161173332,474984.3,676308.89,0,0
212,TRANSFER,10000000.0,C976919593,14953893.08,4953893.08,C769483130,0.0,0.0,1,0
178,PAYMENT,681.84,C1549201601,0.0,0.0,M142854738,0.0,0.0,0,0
489,CASH_OUT,7515624.63,C319141085,7515624.63,0.0,C1942668370,0.0,7515624.63,1,0
94,CASH_OUT,363378.75,C1736832400,363378.75,0.0,C2124923090,3609871.44,3973250.18,1,0
235,CASH_OUT,243154.07,C1907162712,14917.0,0.0,C1725814735,996638.31,1239792.39,0,0
228,TRANSFER,112818.1,C321966983,0.0,0.0,C75231374,402220.46,515038.56,0,0
349,TRANSFER,241877.64,C1141110819,0.0,0.0,C701383694,2100986.08,2342863.72,0,0
230,TRANSFER,2326251.51,C1788761832,2326251.51,0.0,C149376327,0.0,0.0,1,0
394,CASH_IN,291151.56,C1455900181,24338.0,315489.56,C1457383251,0.0,0.0,0,0
325,CASH_OUT,59018.49,C2031612828,0.0,0.0,C946016189,99643.85,158662.34,0,0
281,CASH_IN,10000.0,C1376783093,26354780.67,26364780.67,C1145499698,447936.84,437936.84,0,0
10,CASH_IN,475013.17,C1727480,101963.0,576976.17,C1621185605,0.0,0.0,0,0
230,PAYMENT,12853.33,C92512365,0.0,0.0,M517974783,0.0,0.0,0,0
206,TRANSFER,154196.49,C1983440446,154196.49,0.0,C883310788,0.0,0.0,1,0
682,TRANSFER,5271.46,C1799298799,5271.46,0.0,C825667044,0.0,0.0,1,0
399,CASH_OUT,384958.94,C430388775,2114.0,0.0,C1382745346,456922.39,841881.33,0,0
130,CASH_IN,110483.04,C435698031,1284631.78,1395114.82,C1641873219,185702.62,75219.58,0,0
227,CASH_OUT,313450.91,C1238966820,7194.31,0.0,C699011744,2088012.24,2401463.15,0,0
154,CASH_OUT,402833.5,C354770278,22494.0,0.0,C80979254,1950333.08,2353166.58,0,0
680,TRANSFER,227668.22,C874397913,227668.22,0.0,C528730854,0.0,0.0,1,0
132,PAYMENT,4988.49,C454144669,0.0,0.0,M1187299260,0.0,0.0,0,0
14,CASH_IN,263954.99,C1087361828,43996.0,307950.99,C959083568,1442667.51,1178712.52,0,0
298,PAYMENT,44137.66,C1969344152,305966.0,261828.34,M378053680,0.0,0.0,0,0
190,PAYMENT,6433.07,C394156142,126380.0,119946.93,M954767822,0.0,0.0,0,0
403,PAYMENT,7296.4,C1668842852,0.0,0.0,M466170078,0.0,0.0,0,0
297,CASH_OUT,43642.21,C671700974,281059.0,237416.79,C684280,935327.94,978970.15,0,0
33,TRANSFER,3295227.84,C1152596026,3295227.84,0.0,C1976114093,0.0,0.0,1,0
352,CASH_IN,137471.93,C1052905544,12336782.43,12474254.36,C2008676020,183600.78,46128.85,0,0
466,CASH_OUT,104171.37,C1321085787,104171.37,0.0,C203735779,64407.18,168578.56,1,0
14,CASH_OUT,96216.8,C1537766374,125371.0,29154.2,C1951579501,0.0,96216.8,0,0
331,CASH_OUT,251879.81,C1121748260,2072.0,0.0,C1774228669,156694.14,408573.95,0,0
234,PAYMENT,11577.5,C150365658,0.0,0.0,M1081206559,0.0,0.0,0,0
223,TRANSFER,2308798.26,C997712071,2308798.26,0.0,C752642533,0.0,0.0,1,0
376,PAYMENT,11422.03,C171693231,1043.31,0.0,M788852394,0.0,0.0,0,0
207,CASH_OUT,328110.3,C546304299,328110.3,0.0,C982969459,2649979.1,2978089.39,1,0
639,CASH_OUT,45890.12,C964390275,45890.12,0.0,C448797974,3851863.42,3897753.54,1,0
523,TRANSFER,4623764.68,C538300910,4623764.68,0.0,C158509882,0.0,0.0,1,0
332,CASH_OUT,59090.37,C1053685619,19821.0,0.0,C1186835659,554797.6,613887.97,0,0
300,CASH_OUT,299809.62,C1635377441,1756.0,0.0,C1888326518,41164.09,340973.7,0,0
373,PAYMENT,9630.12,C945693021,0.0,0.0,M257111579,0.0,0.0,0,0
335,PAYMENT,11209.3,C1182494489,16870.0,5660.7,M1131017261,0.0,0.0,0,0
275,CASH_IN,24907.08,C43375222,15610.0,40517.08,C497482656,19525.35,0.0,0,0
140,CASH_OUT,190413.97,C153174883,11164.0,0.0,C1816218696,58367.95,248781.92,0,0
256,CASH_IN,46391.1,C1674361438,16125.0,62516.1,C2134474877,65054.32,18663.23,0,0
643,CASH_OUT,44482.33,C611589726,44482.33,0.0,C1052510610,0.0,44482.33,1,0
687,CASH_OUT,90148.38,C1564737757,0.0,0.0,C133493871,3908912.36,3999060.73,0,0
130,CASH_OUT,168348.25,C1520782731,0.0,0.0,C165496209,487245.16,655593.42,0,0
20,PAYMENT,901.22,C1192361280,103234.0,102332.78,M1472650201,0.0,0.0,0,0
15,TRANSFER,696763.08,C968403759,696763.08,0.0,C1524019269,0.0,69861.26,1,0
147,TRANSFER,101314.85,C881930355,0.0,0.0,C463372585,2183420.22,2284735.07,0,0
130,TRANSFER,141997.27,C518589252,0.0,0.0,C1363615956,1988539.59,2130536.85,0,0
544,CASH_OUT,179997.78,C1670239272,179997.78,0.0,C1954451827,55751.58,235749.36,1,0
274,PAYMENT,11056.28,C1053675950,0.0,0.0,M934660902,0.0,0.0,0,0
188,PAYMENT,2492.55,C1684283048,22692.0,20199.45,M650808453,0.0,0.0,0,0
426,PAYMENT,1477.25,C1456344957,215052.0,213574.75,M762459663,0.0,0.0,0,0
145,TRANSFER,9467.62,C384072543,9467.62,0.0,C588343679,0.0,0.0,1,0
186,PAYMENT,5680.31,C306678626,0.0,0.0,M1450402476,0.0,0.0,0,0
88,CASH_OUT,9345700.07,C399518124,9345700.07,0.0,C2125071302,8922060.43,18267760.5,1,0
214,CASH_OUT,39525.63,C2039845838,39525.63,0.0,C2003081547,61266.78,100792.41,1,0
407,CASH_IN,110149.52,C607017304,11410281.17,11520430.69,C2071020434,505600.38,395450.87,0,0
302,CASH_OUT,120026.19,C218428927,64826.0,0.0,C1046277703,0.0,120026.19,0,0
348,CASH_OUT,1417.07,C1005368031,33168.0,31750.93,C71184275,0.0,1417.07,0,0
286,PAYMENT,6438.97,C1432712520,0.0,0.0,M1606137674,0.0,0.0,0,0
321,CASH_OUT,59628.24,C1826008632,59628.24,0.0,C1992468113,686111.28,745739.53,1,0
42,CASH_OUT,121869.67,C1197162323,0.0,0.0,C1657964304,178680.96,300550.63,0,0
694,CASH_OUT,5175876.53,C731901376,5175876.53,0.0,C1761260133,7229712.73,12405589.26,1,0
19,CASH_OUT,114406.47,C1131314926,0.0,0.0,C693618884,447963.19,314298.11,0,0
594,TRANSFER,1592602.27,C866814625,1592602.27,0.0,C1236893670,0.0,0.0,1,0
210,PAYMENT,5550.58,C1903216186,0.0,0.0,M1726647292,0.0,0.0,0,0
535,CASH_OUT,588173.24,C253741905,588173.24,0.0,C575853652,16152763.21,16740936.45,1,0
400,TRANSFER,436757.76,C1866512540,436757.76,0.0,C2138692554,0.0,0.0,1,0
244,CASH_OUT,53338.82,C671943963,53338.82,0.0,C1516151145,982332.85,1035671.67,1,0
186,PAYMENT,12093.79,C599664475,214463.67,202369.88,M1382718391,0.0,0.0,0,0
34,CASH_IN,115386.92,C669554486,20.0,115406.92,C1072814277,0.0,0.0,0,0
141,TRANSFER,1913976.44,C1587788180,0.0,0.0,C1528787128,5021746.72,6935723.16,0,0
138,CASH_IN,569345.63,C2027103667,49849.0,619194.63,C308220962,5568060.86,4998715.23,0,0
311,TRANSFER,98050.29,C1843517598,98050.29,0.0,C1588665319,0.0,0.0,1,0
22,CASH_OUT,235512.2,C1956707614,235512.2,0.0,C1481851679,8490637.21,9272647.09,1,0
209,PAYMENT,7674.75,C501599974,0.0,0.0,M84395596,0.0,0.0,0,0
284,PAYMENT,602.09,C1299750597,6758.0,6155.91,M547582106,0.0,0.0,0,0
157,PAYMENT,1988.23,C994498888,0.0,0.0,M788770262,0.0,0.0,0,0
356,CASH_OUT,92488.6,C1560338391,20726.0,0.0,C187495811,0.0,92488.6,0,0
305,CASH_IN,38479.1,C2049693453,134875.5,173354.6,C2014780200,2044312.0,2005832.9,0,0
327,CASH_IN,322583.59,C85856278,297187.23,619770.82,C1856241558,736711.5,414127.91,0,0
39,TRANSFER,18887.0,C725825783,18887.0,0.0,C236787500,0.0,0.0,1,0
42,CASH_OUT,3569720.42,C2012983997,3569720.42,0.0,C365271329,0.0,3569720.42,1,0
34,PAYMENT,12305.12,C1262405620,0.0,0.0,M1551306623,0.0,0.0,0,0
163,CASH_OUT,158309.82,C1200372386,11550.0,0.0,C758381986,948039.37,1106349.18,0,0
393,PAYMENT,11585.03,C1845566784,263551.76,251966.73,M662933972,0.0,0.0,0,0
182,CASH_OUT,49955.85,C1691569763,35800.9,0.0,C1234069312,2365939.8,2415895.64,0,0
652,CASH_OUT,2054631.55,C1916867562,2054631.55,0.0,C499193602,0.0,2054631.55,1,0
13,PAYMENT,28422.67,C1787716954,212023.0,183600.33,M184533134,0.0,0.0,0,0
135,PAYMENT,1039.51,C1966564881,0.0,0.0,M703909840,0.0,0.0,0,0
354,PAYMENT,10744.81,C1311151474,10122.0,0.0,M602570431,0.0,0.0,0,0
189,CASH_IN,89353.08,C1478809598,2278211.86,2367564.95,C1637151786,107934.96,18581.87,0,0
179,PAYMENT,17699.1,C1126575796,15961.0,0.0,M74968461,0.0,0.0,0,0
380,CASH_OUT,157368.54,C1862746047,0.0,0.0,C91920221,3037983.33,3195351.87,0,0
155,PAYMENT,1051.96,C517409947,140.0,0.0,M534608905,0.0,0.0,0,0
43,CASH_OUT,105140.04,C2035549552,21701.0,0.0,C1695118150,280581.49,385721.53,0,0
234,CASH_IN,180915.63,C1319459194,5893794.13,6074709.75,C1810984646,209192.65,28277.02,0,0
323,CASH_OUT,278291.06,C1991735046,30413.0,0.0,C239175720,316712.21,595003.27,0,0
163,CASH_IN,279405.41,C822620339,2432259.02,2711664.44,C1830166500,299607.81,20202.39,0,0
19,CASH_OUT,172399.02,C1641942288,0.0,0.0,C1196590236,3466073.57,3682613.97,0,0
253,TRANSFER,1765164.81,C1891706808,480956.0,0.0,C430663781,104778.5,1869943.31,0,0
160,CASH_OUT,202464.91,C307482180,244404.0,41939.09,C1017577664,467396.05,669860.96,0,0
88,CASH_OUT,4022408.76,C987446721,4022408.76,0.0,C1981613973,4542879.5,8565288.26,1,0
18,CASH_IN,40228.72,C551271449,126661.0,166889.72,C1455530113,50814.0,10585.28,0,0
372,PAYMENT,4070.96,C501440460,0.0,0.0,M196645496,0.0,0.0,0,0
186,PAYMENT,37554.32,C1072567982,1864.0,0.0,M1020813162,0.0,0.0,0,0
300,PAYMENT,8202.0,C86289427,5128.0,0.0,M367439911,0.0,0.0,0,0
347,CASH_OUT,95542.12,C1545642839,0.0,0.0,C2131247269,1033553.42,1129095.54,0,0
132,PAYMENT,30043.99,C1252419714,199257.0,169213.01,M2018529089,0.0,0.0,0,0
727,CASH_OUT,124582.58,C1098290230,124582.58,0.0,C1739564153,320485.06,445067.64,1,0
308,PAYMENT,9165.18,C1262009581,2462.0,0.0,M951602492,0.0,0.0,0,0
93,TRANSFER,315654.19,C676090557,315654.19,0.0,C1516512243,0.0,0.0,1,0
41,CASH_IN,398665.5,C115960134,28245147.64,28643813.14,C1792855239,2065575.33,1666909.82,0,0
183,PAYMENT,21171.11,C1075472403,374600.54,353429.43,M295245343,0.0,0.0,0,0
325,TRANSFER,1445166.74,C757889087,1445166.74,0.0,C688244166,0.0,0.0,1,0
328,PAYMENT,4735.81,C1269796925,29805.0,25069.19,M995018490,0.0,0.0,0,0
724,TRANSFER,200482.72,C1392628098,200482.72,0.0,C1996959376,0.0,0.0,1,0
286,TRANSFER,833157.99,C1116712377,92524.72,0.0,C1949525101,4860399.99,5693557.98,0,0
16,CASH_IN,213138.4,C264548689,2185.0,215323.4,C1549835187,3608371.99,3395233.59,0,0
181,CASH_OUT,164276.55,C1678891597,0.0,0.0,C123393581,296169.69,460446.24,0,0
266,TRANSFER,3486005.08,C1582000733,3486005.08,0.0,C1395248561,0.0,0.0,1,0
11,CASH_OUT,291631.54,C1897906130,198238.0,0.0,C1534703768,1806685.99,2098317.53,0,0
282,PAYMENT,14346.49,C1648173171,0.0,0.0,M1057058074,0.0,0.0,0,0
19,PAYMENT,1339.87,C1589983564,11910.64,10570.78,M1409676189,0.0,0.0,0,0
217,TRANSFER,538312.05,C640532730,538312.05,0.0,C1898517729,0.0,0.0,1,0
621,TRANSFER,662104.87,C680679578,662104.87,0.0,C1772715697,0.0,0.0,1,0
405,CASH_OUT,70382.18,C1251317715,70382.18,0.0,C1458984596,999649.42,1070031.6,1,0
227,CASH_OUT,480635.5,C1824970838,0.0,0.0,C1295885915,767108.99,1247744.48,0,0
276,CASH_IN,259700.7,C1758026407,20335.0,280035.7,C698631655,141582.24,0.0,0,0
349,CASH_IN,209204.71,C953580582,8752296.79,8961501.49,C785730045,1062513.9,853309.19,0,0
645,TRANSFER,10000000.0,C799225890,11576874.04,1576874.04,C478771313,0.0,0.0,1,0
148,TRANSFER,3733104.07,C492529807,3733104.07,0.0,C863881747,0.0,0.0,1,0
462,CASH_OUT,67921.66,C1120272474,67921.66,0.0,C521660749,338544.14,406465.81,1,0
256,CASH_IN,143739.48,C406599999,4342444.72,4486184.21,C468355215,2627363.86,2483624.38,0,0
66,CASH_OUT,272791.44,C1671353324,272791.44,0.0,C1524911570,715267.02,988058.46,1,0
158,PAYMENT,12636.79,C1603656492,293032.63,280395.84,M1568276,0.0,0.0,0,0
160,PAYMENT,2602.58,C1965373590,0.0,0.0,M1984309178,0.0,0.0,0,0
281,CASH_IN,54001.46,C1911450861,634166.38,688167.84,C2040703007,224935.24,170933.78,0,0
395,CASH_IN,182050.12,C621939788,6090931.11,6272981.23,C591744262,342963.15,160913.03,0,0
594,PAYMENT,1647.16,C560808896,11025.0,9377.84,M219017159,0.0,0.0,0,0
16,PAYMENT,13645.92,C1404993350,207279.0,193633.08,M1270517618,0.0,0.0,0,0
378,PAYMENT,31713.6,C449999490,51905.23,20191.63,M736391638,0.0,0.0,0,0
140,PAYMENT,12012.07,C2105740417,0.0,0.0,M594061350,0.0,0.0,0,0
208,CASH_IN,36742.35,C1860552396,530289.48,567031.83,C473343412,249587.39,212845.05,0,0
41,PAYMENT,9962.97,C878493144,30826.65,20863.68,M1142860451,0.0,0.0,0,0
322,CASH_OUT,159795.51,C2088244872,104762.0,0.0,C602842691,263094.24,422889.75,0,0
129,CASH_IN,173446.92,C1553932329,683.0,174129.92,C170053371,529420.24,355973.32,0,0
136,TRANSFER,272343.55,C429803497,0.0,0.0,C244147208,408105.59,680449.14,0,0
238,PAYMENT,2727.34,C976021608,17850.0,15122.66,M141995527,0.0,0.0,0,0
282,CASH_OUT,102273.36,C558097752,378965.81,276692.45,C1863464723,687629.06,789902.42,0,0
279,CASH_IN,362494.06,C673741781,18207028.73,18569522.79,C164781047,782177.82,419683.76,0,0
180,CASH_IN,8193.63,C238951473,211521.13,219714.76,C1428965668,177738.48,169544.86,0,0
372,PAYMENT,30614.48,C1467835909,0.0,0.0,M1709537544,0.0,0.0,0,0
311,CASH_OUT,102507.35,C946855192,31238.0,0.0,C868505808,151900.73,254408.08,0,0
8,TRANSFER,401133.43,C1309913724,203742.0,0.0,C2007149130,0.0,617720.17,0,0
259,PAYMENT,2206.61,C256719346,102341.0,100134.39,M755789781,0.0,0.0,0,0
139,CASH_OUT,275229.69,C1284378813,0.0,0.0,C673704990,4833358.44,5108588.13,0,0
129,PAYMENT,4968.43,C850671511,30426.0,25457.57,M683035155,0.0,0.0,0,0
36,CASH_OUT,52496.75,C265554974,92600.0,40103.25,C1391043294,0.0,52496.75,0,0
308,PAYMENT,4694.29,C1452938540,50965.0,46270.71,M1254983640,0.0,0.0,0,0
307,PAYMENT,29764.22,C949610253,0.0,0.0,M1939176114,0.0,0.0,0,0
282,TRANSFER,481.9,C2008721842,481.9,0.0,C1886648323,0.0,0.0,1,0
401,TRANSFER,1806516.34,C1882943298,1806516.34,0.0,C478491777,0.0,0.0,1,0
592,CASH_IN,15336.85,C2103855064,607748.0,623084.85,C2080804698,491517.22,476180.37,0,0
345,CASH_OUT,20485.72,C512049088,0.0,0.0,C1649772283,33177.0,0.0,0,0
279,PAYMENT,37616.84,C1856529449,0.0,0.0,M73274730,0.0,0.0,0,0
351,CASH_OUT,277391.48,C1038079980,0.0,0.0,C277671778,837401.78,1114793.26,0,0
7,PAYMENT,17455.32,C299389524,703842.61,686387.29,M1204775681,0.0,0.0,0,0
33,TRANSFER,224327.85,C1089408496,20936.0,0.0,C1389447673,157418.47,381746.32,0,0
285,PAYMENT,10969.89,C1085899078,0.0,0.0,M621717283,0.0,0.0,0,0
135,PAYMENT,18071.29,C774446865,0.0,0.0,M154367377,0.0,0.0,0,0
254,PAYMENT,5760.02,C616471459,479186.65,473426.63,M66509171,0.0,0.0,0,0
43,CASH_OUT,91028.0,C1427909110,0.0,0.0,C593419630,999503.65,1090531.65,0,0
20,TRANSFER,356903.05,C698809127,0.0,0.0,C461160828,745531.34,1446830.27,0,0
409,CASH_OUT,175972.28,C353964501,175972.28,0.0,C1118456791,602609.04,778581.32,1,0
394,PAYMENT,820.64,C1845931089,0.0,0.0,M322165766,0.0,0.0,0,0
262,TRANSFER,344819.03,C1839064859,50574.0,0.0,C451583652,28879.38,373698.41,0,0
138,DEBIT,941.81,C738404987,10376.0,9434.19,C1990151041,116858.41,343164.17,0,0
12,PAYMENT,29000.21,C1189360809,0.0,0.0,M2040652736,0.0,0.0,0,0
118,CASH_OUT,50845.13,C835169130,50845.13,0.0,C574444599,2739530.31,2790375.44,1,0
187,CASH_IN,103545.01,C1748470772,1892021.28,1995566.28,C693926826,3107351.32,3003806.31,0,0
399,CASH_OUT,46044.54,C1830858507,0.0,0.0,C129751944,119188.82,165233.36,0,0
349,CASH_IN,115004.79,C1506084281,27407.0,142411.79,C164983843,0.0,0.0,0,0
671,TRANSFER,10000000.0,C916267146,33441041.46,23441041.46,C1505960727,0.0,0.0,1,0
93,TRANSFER,38150.22,C1961802855,38150.22,0.0,C315895571,0.0,0.0,1,0
549,PAYMENT,32555.78,C318435805,0.0,0.0,M1615224235,0.0,0.0,0,0
202,CASH_OUT,213293.88,C1353782062,0.0,0.0,C1911421510,789844.81,1003138.69,0,0
225,CASH_IN,161513.78,C180395404,574.0,162087.78,C576813912,0.0,0.0,0,0
361,CASH_OUT,1742012.06,C1184890724,1742012.06,0.0,C140983265,70881.61,1812893.67,1,0
8,CASH_OUT,134804.17,C538597324,0.0,0.0,C1450828900,149137.66,0.0,0,0
374,PAYMENT,6674.18,C570970313,0.0,0.0,M1900176497,0.0,0.0,0,0
262,PAYMENT,6346.41,C1843359250,357.0,0.0,M725542131,0.0,0.0,0,0
184,PAYMENT,14677.01,C921806031,463629.01,448952.0,M1876095824,0.0,0.0,0,0
155,PAYMENT,1328.4,C1723201704,0.0,0.0,M1793901950,0.0,0.0,0,0
61,TRANSFER,1372301.24,C1544506396,1372301.24,0.0,C2060264943,0.0,0.0,1,0
136,CASH_IN,178682.98,C912438365,23684.0,202366.98,C934526907,3921501.53,3742818.56,0,0
571,PAYMENT,2257.34,C49375853,0.0,0.0,M860767911,0.0,0.0,0,0
178,PAYMENT,12437.47,C1113894262,10724.0,0.0,M330884352,0.0,0.0,0,0
419,CASH_OUT,3118811.65,C907941485,3118811.65,0.0,C1511253622,1163983.03,4282794.68,1,0
402,CASH_IN,63583.15,C1090465471,23745.0,87328.15,C2073822153,738738.23,675155.08,0,0
159,CASH_IN,63006.46,C1084237686,54787.0,117793.46,C1873672823,1585852.89,1522846.43,0,0
185,CASH_IN,109669.4,C1425946759,12849388.93,12959058.33,C397180218,110537.79,868.39,0,0
332,CASH_OUT,153633.35,C528416831,50748.0,0.0,C1806154282,0.0,153633.35,0,0
404,CASH_IN,306945.4,C146901716,10460.0,317405.4,C417671284,0.0,0.0,0,0
132,PAYMENT,14362.72,C1995025028,5015.0,0.0,M2075952693,0.0,0.0,0,0
409,TRANSFER,10000000.0,C417104903,19033760.73,9033760.73,C1127889492,0.0,0.0,1,0
306,CASH_OUT,280186.81,C1431296427,0.0,0.0,C1523303880,320956.41,601143.22,0,0
119,PAYMENT,3562.46,C1218817639,11383.64,7821.18,M393902639,0.0,0.0,0,0
407,CASH_OUT,27720.93,C555750864,51267.0,23546.07,C1710777793,740682.66,768403.58,0,0
177,CASH_OUT,84577.9,C1295083986,36113.0,0.0,C1885665372,206210.85,290788.75,0,0
297,CASH_IN,36721.05,C425673836,6170276.4,6206997.45,C1028627229,6957384.11,6920663.06,0,0
90,TRANSFER,249791.3,C2018224474,249791.3,0.0,C1562137241,0.0,0.0,1,0
334,CASH_IN,63974.87,C1577298735,4309849.54,4373824.41,C1130811471,1191082.09,1127107.22,0,0
231,CASH_OUT,49778.07,C38109201,0.0,0.0,C507771045,250346.03,300124.1,0,0
163,CASH_OUT,124331.52,C1946645344,11306.0,0.0,C2106265669,0.0,124331.52,0,0
324,CASH_IN,228685.13,C932303065,18100005.73,18328690.87,C1309867303,6851626.5,6622941.37,0,0
359,PAYMENT,100.63,C36590458,105934.0,105833.37,M121208099,0.0,0.0,0,0
379,CASH_OUT,13392.15,C403077411,81920.0,68527.85,C564676120,0.0,13392.15,0,0
332,PAYMENT,52747.73,C1506545956,20511.94,0.0,M289614041,0.0,0.0,0,0
353,CASH_OUT,85451.19,C537426990,0.0,0.0,C811822097,3664691.97,3750143.16,0,0
12,CASH_IN,412904.17,C1073512526,20448.0,433352.17,C1428794256,0.0,0.0,0,0
260,PAYMENT,5212.27,C1066815283,39698.0,34485.73,M2120601792,0.0,0.0,0,0
234,CASH_OUT,73703.9,C614623620,40542.0,0.0,C116805549,145582.17,219286.07,0,0
131,CASH_OUT,463102.16,C1013812688,0.0,0.0,C1134342339,3412847.71,3875949.86,0,0
208,CASH_OUT,23031.26,C543170433,23031.26,0.0,C967549667,69782.59,92813.86,1,0
225,PAYMENT,7036.36,C1605028786,0.0,0.0,M188651908,0.0,0.0,0,0
18,CASH_IN,28837.52,C341647117,21283.0,50120.52,C872715148,0.0,182253.31,0,0
284,PAYMENT,9282.96,C1476426250,255619.28,246336.31,M1947019633,0.0,0.0,0,0
403,TRANSFER,338127.6,C1603008895,0.0,0.0,C1242153683,1638269.13,1976396.73,0,0
349,PAYMENT,26150.19,C1465197519,0.0,0.0,M1617420216,0.0,0.0,0,0
251,TRANSFER,1054242.71,C608505478,0.0,0.0,C263358702,14520747.8,15574990.51,0,0
328,TRANSFER,720053.55,C780070961,0.0,0.0,C1363325158,10000000.0,10720053.55,0,0
688,PAYMENT,2551.01,C2133107846,3527.5,976.49,M1616409535,0.0,0.0,0,0
286,PAYMENT,8542.9,C611662517,102810.0,94267.1,M1935681964,0.0,0.0,0,0
210,TRANSFER,99103.05,C1446526870,138020.0,38916.95,C2033110021,1743647.29,1842750.35,0,0
374,CASH_OUT,110124.54,C1037076717,0.0,0.0,C1049592436,714112.22,824236.76,0,0
132,PAYMENT,16829.41,C1295657554,96325.0,79495.59,M2029112614,0.0,0.0,0,0
402,CASH_OUT,48756.75,C1768117503,0.0,0.0,C832037921,58158.68,106915.43,0,0
189,CASH_OUT,358529.2,C831067844,358529.2,0.0,C1442540355,0.0,358529.2,1,0
621,TRANSFER,3582885.46,C541955381,3582885.46,0.0,C212885805,0.0,0.0,1,0
567,PAYMENT,3901.59,C433332833,0.0,0.0,M1376663395,0.0,0.0,0,0
325,PAYMENT,3558.0,C200193088,37.0,0.0,M1627896883,0.0,0.0,0,0
369,CASH_OUT,27017.12,C1074767779,0.0,0.0,C540676939,2413272.98,2440290.1,0,0
689,CASH_OUT,291527.75,C1188824015,291527.75,0.0,C1048740617,0.0,291527.75,1,0
231,CASH_OUT,303948.07,C1408019070,0.0,0.0,C1101790506,337606.0,641554.07,0,0
40,CASH_IN,78039.75,C704869332,60585.0,138624.75,C1843999804,309472.86,231433.11,0,0
238,PAYMENT,1776.89,C770866717,44786.76,43009.87,M686459668,0.0,0.0,0,0
299,CASH_IN,119840.65,C746185715,344555.22,464395.87,C2122026952,2286338.34,2166497.69,0,0
234,CASH_IN,142237.99,C344509512,307680.0,449917.99,C209992982,93957.78,0.0,0,0
36,CASH_OUT,97189.12,C2000260585,1179.0,0.0,C425662328,132670.64,229859.76,0,0
131,PAYMENT,35348.88,C203831757,66766.42,31417.54,M1548118379,0.0,0.0,0,0
